Id,SalePrice
1461,120261.65637407172
1462,155894.48773372115
1463,185450.6238108023
1464,190053.06157109686
1465,188600.69259040352
1466,175025.67392271594
1467,172802.11020652094
1468,166753.45230859084
1469,190898.64262537012
1470,122303.27468260223
1471,194420.22887550818
1472,93096.25590487983
1473,97319.45690479643
1474,153914.1636778565
1475,132167.14234729373
1476,383458.2205488309
1477,258369.20811922284
1478,288048.9514633536
1479,289859.5363374804
1480,478098.8643716496
1481,327698.8746145811
1482,205322.42078421722
1483,169039.49614177152
1484,170061.50724440409
1485,175961.52284942416
1486,189503.551581597
1487,345571.6229475908
1488,235908.83502555138
1489,205353.4915645257
1490,207824.20588932754
1491,191034.2311839481
1492,95853.57015134551
1493,183824.1990510265
1494,305065.13611803774
1495,303995.87709886674
1496,237427.45003985136
1497,181760.4422068051
1498,156596.26415143872
1499,157694.82806225432
1500,144230.97134833457
1501,177145.52685310767
1502,152517.36331057927
1503,297590.66507945466
1504,241254.79992797732
1505,224437.38819078507
1506,188534.50688974358
1507,244275.18862842306
1508,204847.7694917752
1509,168289.27060511516
1510,147416.2042631636
1511,146836.378573916
1512,170275.74353279258
1513,146894.25123649125
1514,158846.54484589264
1515,201403.45900198165
1516,162116.80640854745
1517,159707.75336466226
1518,132416.9365580568
1519,209851.61680776093
1520,134015.68017334404
1521,135736.55645723979
1522,173335.90456107515
1523,112052.01512931276
1524,123165.26501817504
1525,126968.49045429139
1526,121710.13675650062
1527,102388.57724891904
1528,131304.2885434385
1529,148905.4203602501
1530,175377.24580488083
1531,106865.90603585754
1532,100091.07536025604
1533,135868.15476682837
1534,123195.10188994807
1535,151156.2484499561
1536,108419.36000665952
1537,72131.30279839042
1538,150458.80393761647
1539,193944.70035961183
1540,89831.11260690275
1541,141898.3681169971
1542,139900.69316044074
1543,217173.89980682195
1544,75540.77766852255
1545,107083.64819291279
1546,125719.2492783539
1547,129066.4277315165
1548,129629.72475276477
1549,112152.81743647417
1550,140688.77056550529
1551,115986.31247285486
1552,140093.98799802893
1553,151803.63513471955
1554,118324.64566752926
1555,165061.23559412835
1556,85607.89942255661
1557,111965.58404497732
1558,89660.53560758987
1559,72155.73500444084
1560,139469.84674649933
1561,138794.62328636268
1562,126751.3086320165
1563,119435.34312242885
1564,159148.8040239227
1565,152259.05616658254
1566,230810.83764937648
1567,73617.53307371197
1568,223329.26853679164
1569,132644.86315618036
1570,130886.53916210614
1571,122685.10989206276
1572,146506.8669573692
1573,251069.6690213379
1574,116347.97210981218
1575,219891.08741420964
1576,219302.80867143604
1577,194510.69212468108
1578,145440.67848103808
1579,145040.5927755831
1580,195720.97860432346
1581,141282.5996673414
1582,128477.99487113148
1583,331020.65829955356
1584,220866.90287966662
1585,141812.8396251705
1586,73895.90983568276
1587,100613.26711866668
1588,149798.13326069692
1589,98264.00440214235
1590,134380.56145712547
1591,99349.98379503348
1592,115215.15051909082
1593,128278.62044257397
1594,127745.88067467473
1595,112115.52907163203
1596,241007.51848015632
1597,181242.98140899144
1598,207895.24287284783
1599,187585.31861432825
1600,175986.43747006202
1601,73319.15927200821
1602,112725.10680573102
1603,76940.74262026076
1604,266744.85161059437
1605,250230.9185505927
1606,169584.50980107684
1607,164308.77116756342
1608,211127.4381229379
1609,195989.91840718844
1610,150118.29926553322
1611,141693.55117683165
1612,162022.0040064259
1613,155324.79162474006
1614,125885.7048906847
1615,86727.51011014286
1616,74737.69269800493
1617,92353.20893404158
1618,125884.85629199744
1619,139396.69386837268
1620,158801.95412544205
1621,138774.52174778553
1622,138598.02084981286
1623,271809.4721914184
1624,210377.44426871353
1625,126572.34370478275
1626,166746.78312499687
1627,185811.5660638491
1628,274858.32379464095
1629,182165.09658940585
1630,347785.24048501736
1631,223690.32600973762
1632,242164.48718402308
1633,166301.8451248589
1634,185602.88545706094
1635,181949.69383683972
1636,154288.98436372628
1637,191823.2997269344
1638,195061.876557238
1639,184128.86146196176
1640,250981.06362963113
1641,183008.9509893758
1642,222636.7245651115
1643,228401.91759061557
1644,230165.58983009786
1645,193107.13552936137
1646,157411.99792313162
1647,163807.68001392926
1648,135149.22442539563
1649,134744.28636498033
1650,118616.30410099452
1651,121902.40636716073
1652,94512.85735900965
1653,95489.64671174444
1654,154041.09448787998
1655,153151.57732477857
1656,147931.9047206222
1657,153401.33477339693
1658,145515.958495039
1659,136542.15564951193
1660,151146.45039524534
1661,439501.97432707855
1662,427479.6302048893
1663,394067.33808435744
1664,330247.8627319564
1665,300461.49290854024
1666,320642.88612167747
1667,352779.00306756544
1668,325621.18286100874
1669,303768.4586567385
1670,359794.9587025451
1671,250240.9295388211
1672,445276.80990362295
1673,297322.33494184696
1674,247178.48622616188
1675,178601.43610452913
1676,178951.48288166255
1677,213069.9647478043
1678,439689.31089961977
1679,379764.2424489852
1680,329077.8937624494
1681,251951.59684369602
1682,311483.5553335057
1683,175645.14441452763
1684,175801.70727713336
1685,174031.03703571775
1686,169627.37223614161
1687,166946.1469984108
1688,187516.89726816147
1689,196780.63409300023
1690,198270.80875227606
1691,179220.08305462773
1692,275739.7254492767
1693,165426.61829097016
1694,186636.96968158564
1695,169319.6717314542
1696,295371.88318356953
1697,172815.91294329756
1698,377523.4528784672
1699,308833.492490092
1700,235323.2129668708
1701,274735.2385089729
1702,248270.3871665874
1703,256103.8744094466
1704,283127.27183398383
1705,232828.22239826867
1706,394602.1694775567
1707,217449.40890554627
1708,201551.67404184013
1709,295418.073983186
1710,218641.73707929254
1711,256582.10334478098
1712,273644.34703057184
1713,268439.4301319612
1714,226086.07045527268
1715,204699.16367447667
1716,186688.21654901694
1717,176021.0579591821
1718,136064.22777945796
1719,202360.09749759277
1720,248365.89120600015
1721,171845.39215185778
1722,129622.75018945218
1723,152834.52170543064
1724,210555.92693155646
1725,235127.09933716868
1726,179159.38722219103
1727,153461.68538843916
1728,180226.00922037495
1729,163580.960074911
1730,158714.73362894292
1731,123224.89187149526
1732,128336.78869336777
1733,118289.63227322759
1734,119804.48976978284
1735,131790.7062852857
1736,115950.80822795126
1737,325418.5304664876
