Id,SalePrice
1461,123480.18664882076
1462,154027.5023233755
1463,181509.77103487958
1464,186428.55244717293
1465,179840.70774467406
1466,184449.22216585593
1467,168568.89610627724
1468,177504.8744180019
1469,186008.3750644056
1470,131404.94793965245
1471,204123.2960807822
1472,96745.64494361407
1473,90333.15658010697
1474,155590.38116749277
1475,149372.77594369306
1476,387244.74965423637
1477,244204.18078184812
1478,293439.37859617925
1479,232236.1929646751
1480,478027.8030923612
1481,320480.767917453
1482,200538.04276331334
1483,161357.14215200554
1484,176702.54525391944
1485,174888.4915987845
1486,182839.71453579352
1487,318676.4618508011
1488,223365.23378256362
1489,204839.03514055937
1490,190312.28605759412
1491,189055.11393991287
1492,100086.4761911341
1493,185163.43490576086
1494,297187.8937165364
1495,297695.6673275744
1496,221906.92411755436
1497,195108.32653905015
1498,151439.56700060802
1499,151512.66936739866
1500,138203.07552427493
1501,172758.41704424136
1502,169085.50695186187
1503,288555.09422156546
1504,239140.23466931956
1505,218828.435558399
1506,174787.07046910463
1507,205027.78590586554
1508,211517.27907679585
1509,162732.14447701763
1510,148152.45257500742
1511,153768.29836159374
1512,164543.39972500032
1513,162630.85259526363
1514,153786.23533773198
1515,162190.41108477672
1516,162842.26292823657
1517,151167.31870767206
1518,125463.41721347529
1519,231472.01884920977
1520,138301.59586017366
1521,147851.1595632871
1522,162900.83015281707
1523,112940.29018652998
1524,120743.25498274973
1525,130539.57926674905
1526,131998.81075712232
1527,97612.3834699574
1528,124484.45669959142
1529,146388.62157608222
1530,167345.83007828315
1531,135733.90513068569
1532,100945.48161199944
1533,139611.53670050632
1534,122385.70293297648
1535,147654.2373848436
1536,109471.83930453812
1537,69858.05267372279
1538,157368.29129444173
1539,210133.0888317041
1540,103291.43257446884
1541,146566.76598536366
1542,131093.93623821114
1543,216768.5993761897
1544,84154.88912385155
1545,98418.44553839762
1546,117621.3575177868
1547,133102.54222669645
1548,127983.76788919256
1549,110734.60834422131
1550,140959.84434688778
1551,109660.80082738033
1552,153947.8399221424
1553,148315.44453060455
1554,109430.55333914324
1555,167608.37224108618
1556,90702.51234214292
1557,123055.26981058819
1558,74859.0095758583
1559,99115.64031955203
1560,147073.6648685967
1561,139306.53291782638
1562,129434.57278343393
1563,124846.48996256215
1564,157752.87890162968
1565,150527.909045411
1566,227406.8903864234
1567,73137.85949484727
1568,234906.30761325007
1569,147059.5201267647
1570,114471.42344995693
1571,124896.89231465463
1572,137352.1492172238
1573,257186.67549291972
1574,113646.01485723571
1575,210205.27169862034
1576,201416.0182366764
1577,212690.0825368239
1578,163836.3990559116
1579,139366.20021616455
1580,191762.67277697445
1581,133239.67976974073
1582,129093.20252578723
1583,320393.78302753135
1584,242202.91507452732
1585,139994.56951443176
1586,65051.561558041816
1587,97443.90970643282
1588,151888.70778694417
1589,98667.54274325131
1590,137548.55145182132
1591,107194.90639117056
1592,121913.78294077929
1593,119358.86018829324
1594,116375.93914482981
1595,104830.77419352751
1596,234371.94734210704
1597,164203.30997185817
1598,184724.03930999845
1599,189196.9425426237
1600,177190.43048118753
1601,81233.85198878884
1602,108524.43603621522
1603,95183.37198552798
1604,264341.49641700723
1605,248542.08982579983
1606,168535.27539896412
1607,156786.8256763143
1608,216271.60945648653
1609,211099.51676123298
1610,168377.44416200242
1611,148012.1865217834
1612,163403.64931142173
1613,162979.4826279981
1614,122306.0915314107
1615,83187.61698925938
1616,82052.45951129298
1617,89520.75055842065
1618,130966.76512319672
1619,128970.78851515368
1620,129934.70470014433
1621,140459.43857176823
1622,142273.66552152642
1623,279470.7130809705
1624,213619.69320390912
1625,130201.37318477053
1626,175688.448538039
1627,185059.2666563255
1628,275935.4239997633
1629,176353.32639355733
1630,322761.14301486034
1631,211528.94486559276
1632,244483.62556740586
1633,170727.10606018934
1634,184335.19418961302
1635,177257.04679659012
1636,163237.76437180804
1637,175336.91305728795
1638,224221.52750785497
1639,176498.16886550654
1640,250411.67345743973
1641,177831.18458516945
1642,242541.89879958844
1643,231096.6827837826
1644,231056.14608083686
1645,181002.1914951324
1646,157286.38586472944
1647,168344.70043722336
1648,140052.96054895342
1649,135323.23552634602
1650,128319.10199982671
